searched_name,id,display_name,works_api_url,h_index,works_count,country_code
Kenan Alkiek,https://openalex.org/A5003579515,Kenan Alkiek,https://api.openalex.org/works?filter=author.id:A5003579515,2.0,6.0,
Kenji Yokotani,https://openalex.org/A5022293526,Kenji Yokotani,https://api.openalex.org/works?filter=author.id:A5022293526,6.0,36.0,
Kenneth H.Y. Chung,,,,,,
Kent Larson,https://openalex.org/A5014640639,Kent Larson,https://api.openalex.org/works?filter=author.id:A5014640639,22.0,142.0,
Kerstin Ostermann,https://openalex.org/A5028806505,Kerstin Ostermann,https://api.openalex.org/works?filter=author.id:A5028806505,3.0,16.0,
Kevin Carmody,https://openalex.org/A5025361378,Kevin W. Carmody,https://api.openalex.org/works?filter=author.id:A5025361378,2.0,2.0,
Kevin Koban,https://openalex.org/A5048041427,Kevin Koban,https://api.openalex.org/works?filter=author.id:A5048041427,13.0,61.0,
Kevin Tiede,https://openalex.org/A5090759530,Kevin E. Tiede,https://api.openalex.org/works?filter=author.id:A5090759530,6.0,18.0,
Kiara L. Sanchez,https://openalex.org/A5025451579,Kiara L. Sanchez,https://api.openalex.org/works?filter=author.id:A5025451579,3.0,5.0,
Kinga Makovi,https://openalex.org/A5117639606,Kinga Makovi,https://api.openalex.org/works?filter=author.id:A5117639606,0.0,1.0,
Kirsten Krogh Hansen,https://openalex.org/A5003125217,Kirsten Krogh Hansen,https://api.openalex.org/works?filter=author.id:A5003125217,2.0,10.0,
Kohei F. Takeda,,,,,,
Kohei Ishii,https://openalex.org/A5113047217,Kohei Ishii,https://api.openalex.org/works?filter=author.id:A5113047217,0.0,2.0,
KoichiY,,,,,,
Koki Ota,https://openalex.org/A5117865380,Koki Ota,https://api.openalex.org/works?filter=author.id:A5117865380,0.0,1.0,
Kokil Jaidka,https://openalex.org/A5125725499,Kokil Jaidka,https://api.openalex.org/works?filter=author.id:A5125725499,0.0,3.0,
Krishna P. Gummadi,https://openalex.org/A5067688305,Krishna P. Gummadi,https://api.openalex.org/works?filter=author.id:A5067688305,69.0,292.0,
Kristina Gligoric,https://openalex.org/A5118525857,Kristina Gligoric,https://api.openalex.org/works?filter=author.id:A5118525857,1.0,1.0,
Kristine Hein,https://openalex.org/A5114371397,Kristine Hein,https://api.openalex.org/works?filter=author.id:A5114371397,0.0,1.0,
Ksenia Mukhina,https://openalex.org/A5060834533,Ksenia Mukhina,https://api.openalex.org/works?filter=author.id:A5060834533,8.0,61.0,
Kyle Laskowski,,,,,,
Kyriaki Kalimeri,https://openalex.org/A5039448366,Kyriaki Kalimeri,https://api.openalex.org/works?filter=author.id:A5039448366,20.0,97.0,
Károly Takács,https://openalex.org/A5015566794,Károly Takács,https://api.openalex.org/works?filter=author.id:A5015566794,21.0,109.0,
Laia Castro Herrero,https://openalex.org/A5125301858,Laia Castro Herrero,https://api.openalex.org/works?filter=author.id:A5125301858,0.0,1.0,
Lanu Kim,https://openalex.org/A5018964666,Lanu Kim,https://api.openalex.org/works?filter=author.id:A5018964666,8.0,24.0,
Lara Kirfel,https://openalex.org/A5117523291,Lara Kirfel,https://api.openalex.org/works?filter=author.id:A5117523291,0.0,1.0,
Lasse Mohr,https://openalex.org/A5051075106,Lasse Mohr,https://api.openalex.org/works?filter=author.id:A5051075106,1.0,2.0,
Lau Lilleholt Harpviken,,,,,,
Laura Boeschoten,https://openalex.org/A5021589283,Laura Boeschoten,https://api.openalex.org/works?filter=author.id:A5021589283,11.0,46.0,
Laura Diosan,https://openalex.org/A5123223220,Laura Diosan,https://api.openalex.org/works?filter=author.id:A5123223220,0.0,5.0,
Laura Fürsich,https://openalex.org/A5094065676,Laura Fürsich,https://api.openalex.org/works?filter=author.id:A5094065676,1.0,2.0,
Laura Kurek,https://openalex.org/A5100257920,Laura Kurek,https://api.openalex.org/works?filter=author.id:A5100257920,1.0,4.0,
Laura Maria Alessandretti,,,,,,
Laura Nelson,https://openalex.org/A5022054335,Laura K. Nelson,https://api.openalex.org/works?filter=author.id:A5022054335,17.0,54.0,
Laura P. Leone,,,,,,
Lauren Rogers,https://openalex.org/A5121721968,Lauren Rogers,https://api.openalex.org/works?filter=author.id:A5121721968,0.0,2.0,
Laurent Hébert-Dufresne,https://openalex.org/A5123462670,Laurent Hébert-Dufresne,https://api.openalex.org/works?filter=author.id:A5123462670,0.0,1.0,
Lav R. Varshney,https://openalex.org/A5125539376,Lav R. Varshney,https://api.openalex.org/works?filter=author.id:A5125539376,0.0,6.0,
Lavinia Dunagan,https://openalex.org/A5116019667,Lavinia Dunagan,https://api.openalex.org/works?filter=author.id:A5116019667,0.0,1.0,
Lechen Zhang,https://openalex.org/A5079952957,Lechen Zhang,https://api.openalex.org/works?filter=author.id:A5079952957,8.0,32.0,
Leo Ferres,https://openalex.org/A5029805143,Leo Ferres,https://api.openalex.org/works?filter=author.id:A5029805143,17.0,92.0,
Leon Klingborg,https://openalex.org/A5059922845,Leon Klingborg,https://api.openalex.org/works?filter=author.id:A5059922845,1.0,2.0,
Leonard Stellbrink,https://openalex.org/A5092430399,Leonard Stellbrink,https://api.openalex.org/works?filter=author.id:A5092430399,1.0,6.0,
Leonard Wendering,https://openalex.org/A5118397350,Leonard Wendering,https://api.openalex.org/works?filter=author.id:A5118397350,1.0,7.0,
Levin Brinkmann,https://openalex.org/A5061514105,Levin Brinkmann,https://api.openalex.org/works?filter=author.id:A5061514105,5.0,15.0,
Li Zeng,https://openalex.org/A5025314697,Li Zeng,https://api.openalex.org/works?filter=author.id:A5025314697,23.0,170.0,
Li-Huan Shen,https://openalex.org/A5114983306,Li-Huan Shen,https://api.openalex.org/works?filter=author.id:A5114983306,0.0,1.0,
Libby Hemphill,https://openalex.org/A5077179813,Libby Hemphill,https://api.openalex.org/works?filter=author.id:A5077179813,23.0,141.0,
Lien-Jung Chang,,,,,,
Linda Li,https://openalex.org/A5077078490,Linda Li,https://api.openalex.org/works?filter=author.id:A5077078490,5.0,8.0,
Lingxin Hao,https://openalex.org/A5072392110,Lingxin Hao,https://api.openalex.org/works?filter=author.id:A5072392110,31.0,110.0,
Linnea Gandhi,https://openalex.org/A5074973223,Linnea Gandhi,https://api.openalex.org/works?filter=author.id:A5074973223,2.0,10.0,
Linus Huang,https://openalex.org/A5017848668,Linus Ta-Lun Huang,https://api.openalex.org/works?filter=author.id:A5017848668,7.0,23.0,
Lion Wedel,https://openalex.org/A5119753692,Lion Wedel,https://api.openalex.org/works?filter=author.id:A5119753692,1.0,1.0,
Lisa Merten,https://openalex.org/A5114523991,Lisa Merten,https://api.openalex.org/works?filter=author.id:A5114523991,0.0,2.0,
Lisa Oswald,https://openalex.org/A5122786464,Lisa Oswald,https://api.openalex.org/works?filter=author.id:A5122786464,0.0,1.0,
Lisa P. Argyle,https://openalex.org/A5070497645,Lisa P. Argyle,https://api.openalex.org/works?filter=author.id:A5070497645,12.0,38.0,
Lisette Espin-Noboa,https://openalex.org/A5014548243,Lisette Espín-Noboa,https://api.openalex.org/works?filter=author.id:A5014548243,8.0,29.0,
Lisette Sibbald,https://openalex.org/A5119834826,Lisette Sibbald,https://api.openalex.org/works?filter=author.id:A5119834826,1.0,1.0,
Ljubica Nedelkoska,https://openalex.org/A5010318406,Ljubica Nedelkoska,https://api.openalex.org/works?filter=author.id:A5010318406,1.0,2.0,
Lluis Danus,https://openalex.org/A5036604247,Lluis Danus,https://api.openalex.org/works?filter=author.id:A5036604247,0.0,2.0,
Lorenzo Betti,https://openalex.org/A5080843521,Lorenzo Betti,https://api.openalex.org/works?filter=author.id:A5080843521,4.0,7.0,
Lorenzo Lucchini,https://openalex.org/A5027019842,Lorenzo Lucchini,https://api.openalex.org/works?filter=author.id:A5027019842,8.0,38.0,
Lorenzo Nemati Fard,https://openalex.org/A5024305546,Lorenzo Amir Nemati Fard,https://api.openalex.org/works?filter=author.id:A5024305546,1.0,2.0,
Lorien Jasny,https://openalex.org/A5044402220,Lorien Jasny,https://api.openalex.org/works?filter=author.id:A5044402220,18.0,49.0,
Louis Boucherie,https://openalex.org/A5098625333,Louis Boucherie,https://api.openalex.org/works?filter=author.id:A5098625333,2.0,6.0,
Luca Gallo,https://openalex.org/A5122447167,Renata de Luca [UNESP] Gallo,https://api.openalex.org/works?filter=author.id:A5122447167,0.0,1.0,
Luca Lazzaro,https://openalex.org/A5119861890,Luca Lazzaro,https://api.openalex.org/works?filter=author.id:A5119861890,0.0,3.0,
Luca Maria Aiello,https://openalex.org/A5034406723,Luca Maria Aiello,https://api.openalex.org/works?filter=author.id:A5034406723,36.0,222.0,
Luca Maria Pesando,https://openalex.org/A5016780363,Luca Maria Pesando,https://api.openalex.org/works?filter=author.id:A5016780363,16.0,58.0,
Luca Pappalardo,https://openalex.org/A5068819495,Luca Pappalardo,https://api.openalex.org/works?filter=author.id:A5068819495,33.0,180.0,
Luca Rossi,https://openalex.org/A5069257022,Luca Rossi,https://api.openalex.org/works?filter=author.id:A5069257022,28.0,234.0,
Lucas Gautheron,https://openalex.org/A5116082821,Lucas Gautheron,https://api.openalex.org/works?filter=author.id:A5116082821,0.0,1.0,
Lucas Spierenburg,https://openalex.org/A5061130912,Lucas Spierenburg,https://api.openalex.org/works?filter=author.id:A5061130912,3.0,10.0,
Lucila Gisele Alvarez Zuzek,,,,,,
Lucio Vinicius,https://openalex.org/A5049591562,Lucio Vinicius,https://api.openalex.org/works?filter=author.id:A5049591562,24.0,75.0,
Lucius Caviola,https://openalex.org/A5040666037,Lucius Caviola,https://api.openalex.org/works?filter=author.id:A5040666037,22.0,113.0,
Luigi Arminio,https://openalex.org/A5104939473,Luigi Arminio,https://api.openalex.org/works?filter=author.id:A5104939473,2.0,7.0,
Luis A. Nunes Amaral,https://openalex.org/A5103476280,Luís A. Nunes Amaral,https://api.openalex.org/works?filter=author.id:A5103476280,1.0,3.0,
Luis Galárraga,https://openalex.org/A5081390951,Luis Galárraga,https://api.openalex.org/works?filter=author.id:A5081390951,14.0,74.0,
Luke Stephens,https://openalex.org/A5060663105,Luke Stephens,https://api.openalex.org/works?filter=author.id:A5060663105,1.0,2.0,
Lunan Zhao,https://openalex.org/A5068405282,Lunan Zhao,https://api.openalex.org/works?filter=author.id:A5068405282,3.0,20.0,
Lusha Zhu,https://openalex.org/A5024583859,Lusha Zhu,https://api.openalex.org/works?filter=author.id:A5024583859,13.0,41.0,
Lydia T. Liu,https://openalex.org/A5017596078,Lydia T. Liu,https://api.openalex.org/works?filter=author.id:A5017596078,7.0,29.0,
Lyle Ungar,https://openalex.org/A5022431421,Lyle Ungar,https://api.openalex.org/works?filter=author.id:A5022431421,2.0,10.0,
MICHELE TIZZANI,https://openalex.org/A5044719894,Michele Tizzani,https://api.openalex.org/works?filter=author.id:A5044719894,10.0,29.0,
MOHAMMAD BELAL,https://openalex.org/A5101856565,Mohammad Belal,https://api.openalex.org/works?filter=author.id:A5101856565,3.0,10.0,
Maarten Sap,https://openalex.org/A5015128745,Maarten Sap,https://api.openalex.org/works?filter=author.id:A5015128745,35.0,188.0,
Magdalena Wojcieszak,https://openalex.org/A5044652655,Magdalena Wojcieszak,https://api.openalex.org/works?filter=author.id:A5044652655,39.0,177.0,
Maged Mortaga,https://openalex.org/A5115018369,Maged Mortaga,https://api.openalex.org/works?filter=author.id:A5115018369,1.0,5.0,
Maggie Harrington,https://openalex.org/A5084552686,Maggie Harrington,https://api.openalex.org/works?filter=author.id:A5084552686,3.0,5.0,
Maggie Macdonald,https://openalex.org/A5073356783,Maggie Macdonald,https://api.openalex.org/works?filter=author.id:A5073356783,4.0,21.0,
Magy El-Nasr,https://openalex.org/A5087676774,Magy Seif El‐Nasr,https://api.openalex.org/works?filter=author.id:A5087676774,32.0,269.0,
Malik Salman,https://openalex.org/A5120063786,Malik Salman,https://api.openalex.org/works?filter=author.id:A5120063786,0.0,1.0,
Malte Reichelt,https://openalex.org/A5013785466,Malte Reichelt,https://api.openalex.org/works?filter=author.id:A5013785466,9.0,32.0,
Manoel Horta Ribeiro,https://openalex.org/A5011195481,Manoel Horta Ribeiro,https://api.openalex.org/works?filter=author.id:A5011195481,18.0,123.0,
Manon Delvaux,https://openalex.org/A5117102208,Manon Delvaux,https://api.openalex.org/works?filter=author.id:A5117102208,0.0,2.0,
Manon Lilott Kempermann,,,,,,
Manuel Holz,https://openalex.org/A5029472989,Manuel Holz,https://api.openalex.org/works?filter=author.id:A5029472989,4.0,11.0,
Manuel S. Mariani,,,,,,
Manuel Tonneau,https://openalex.org/A5003730904,Manuel Tonneau,https://api.openalex.org/works?filter=author.id:A5003730904,3.0,21.0,
Maosong Sun,https://openalex.org/A5046448314,Maosong Sun,https://api.openalex.org/works?filter=author.id:A5046448314,84.0,829.0,
Mar Canet Sola,https://openalex.org/A5059278292,Mar Canet Solà,https://api.openalex.org/works?filter=author.id:A5059278292,2.0,5.0,
MarYam Hamedani,https://openalex.org/A5002938973,MarYam G Hamedani,https://api.openalex.org/works?filter=author.id:A5002938973,5.0,5.0,
Marc Keuschnigg,https://openalex.org/A5058700879,Marc Keuschnigg,https://api.openalex.org/works?filter=author.id:A5058700879,17.0,76.0,
Marcel H Schubert,https://openalex.org/A5029095817,Marcel H. Schubert,https://api.openalex.org/works?filter=author.id:A5029095817,1.0,1.0,
Marcel Kappes,,,,,,
Marcel Moran,https://openalex.org/A5002619801,Marcel Moran,https://api.openalex.org/works?filter=author.id:A5002619801,8.0,139.0,
Marco Viviani,https://openalex.org/A5074645479,Marco Viviani,https://api.openalex.org/works?filter=author.id:A5074645479,24.0,137.0,
Margaret Roberts,https://openalex.org/A5082742221,Margaret E. Roberts,https://api.openalex.org/works?filter=author.id:A5082742221,38.0,208.0,
Maria Antoniak,https://openalex.org/A5001225581,Maria Antoniak,https://api.openalex.org/works?filter=author.id:A5001225581,8.0,50.0,
Maria Brandén,https://openalex.org/A5022660208,Maria Brandén,https://api.openalex.org/works?filter=author.id:A5022660208,20.0,63.0,
Maria Cucciniello,https://openalex.org/A5041723151,Maria Cucciniello,https://api.openalex.org/works?filter=author.id:A5041723151,24.0,86.0,
Maria Leonor Pacheco,https://openalex.org/A5005560875,María Leonor Pacheco,https://api.openalex.org/works?filter=author.id:A5005560875,8.0,40.0,
Maria Nareklishvili,https://openalex.org/A5001018458,Maria Nareklishvili,https://api.openalex.org/works?filter=author.id:A5001018458,2.0,8.0,
Maria Sahakyan,https://openalex.org/A5120599738,Maria Sahakyan,https://api.openalex.org/works?filter=author.id:A5120599738,0.0,1.0,
Maria Skeppstedt,https://openalex.org/A5031373506,Maria Skeppstedt,https://api.openalex.org/works?filter=author.id:A5031373506,16.0,79.0,
Maria Teleki,https://openalex.org/A5093104412,Maria Teleki,https://api.openalex.org/works?filter=author.id:A5093104412,2.0,13.0,
Mariana Macedo,https://openalex.org/A5103284567,Mariana Macedo,https://api.openalex.org/works?filter=author.id:A5103284567,2.0,7.0,
Marilena Hohmann,https://openalex.org/A5012745533,Marilena Hohmann,https://api.openalex.org/works?filter=author.id:A5012745533,2.0,3.0,
Mario Castro Ponce,,,,,,
Mario Molina,https://openalex.org/A5003814215,Mario Molina,https://api.openalex.org/works?filter=author.id:A5003814215,5.0,9.0,
Marion Fourcade,https://openalex.org/A5064154638,Marion Fourcade,https://api.openalex.org/works?filter=author.id:A5064154638,31.0,113.0,
Marion I. van den Heuvel,https://openalex.org/A5018067682,Marion I. van den Heuvel,https://api.openalex.org/works?filter=author.id:A5018067682,25.0,83.0,
Marjolijn Das,https://openalex.org/A5047436850,Marjolijn Das,https://api.openalex.org/works?filter=author.id:A5047436850,16.0,31.0,
Mark E. Whiting,https://openalex.org/A5069999998,Mark E. Whiting,https://api.openalex.org/works?filter=author.id:A5069999998,15.0,54.0,
Mark Kennedy,https://openalex.org/A5059097958,Mark Kennedy,https://api.openalex.org/works?filter=author.id:A5059097958,15.0,67.0,
Mark Mets,https://openalex.org/A5034482740,Mark Mets,https://api.openalex.org/works?filter=author.id:A5034482740,3.0,9.0,
Mark Verhagen,https://openalex.org/A5000313412,Mark D. Verhagen,https://api.openalex.org/works?filter=author.id:A5000313412,11.0,39.0,
Mark Whiting,https://openalex.org/A5069999998,Mark E. Whiting,https://api.openalex.org/works?filter=author.id:A5069999998,15.0,54.0,
Marko Čuljak,https://openalex.org/A5023341808,Marko Čuljak,https://api.openalex.org/works?filter=author.id:A5023341808,1.0,11.0,
Markus Bo Pettersson,,,,,,
Markus Buehner,https://openalex.org/A5001528235,Markus Buehner,https://api.openalex.org/works?filter=author.id:A5001528235,7.0,17.0,
Markus Strohmaier,https://openalex.org/A5071422618,Markus Strohmaier,https://api.openalex.org/works?filter=author.id:A5071422618,36.0,334.0,
Marlene Lutz,https://openalex.org/A5033848785,Marlene Lutz,https://api.openalex.org/works?filter=author.id:A5033848785,3.0,13.0,
Marshall Van Alstyne,https://openalex.org/A5126056698,Marshall Van Alstyne,https://api.openalex.org/works?filter=author.id:A5126056698,0.0,1.0,
Marta C. Gonzalez,https://openalex.org/A5111672074,Marta C. González,https://api.openalex.org/works?filter=author.id:A5111672074,55.0,225.0,
Marten Appel,https://openalex.org/A5113100067,Marten Appel,https://api.openalex.org/works?filter=author.id:A5113100067,1.0,1.0,
Martin Arvidsson,https://openalex.org/A5008643048,Martin Arvidsson,https://api.openalex.org/works?filter=author.id:A5008643048,14.0,61.0,
Martin Brohol Trans,,,,,,
Martin Hilbert,https://openalex.org/A5123309154,Martin Hilbert,https://api.openalex.org/works?filter=author.id:A5123309154,0.0,1.0,
Martin Saveski,https://openalex.org/A5125891872,Martin Saveski,https://api.openalex.org/works?filter=author.id:A5125891872,0.0,2.0,
Martina Contisciani,https://openalex.org/A5119897583,Martina Contisciani,https://api.openalex.org/works?filter=author.id:A5119897583,0.0,1.0,
Marton Karsai,https://openalex.org/A5079596102,Márton Karsai,https://api.openalex.org/works?filter=author.id:A5079596102,30.0,207.0,
Martí Medina-Hernández,https://openalex.org/A5114647105,and Martí Medina Hernández,https://api.openalex.org/works?filter=author.id:A5114647105,0.0,1.0,
Marzyeh Ghassemi,https://openalex.org/A5042684247,Marzyeh Ghassemi,https://api.openalex.org/works?filter=author.id:A5042684247,1.0,3.0,
María Reneses Botija,,,,,,
Masahiro Takamura,https://openalex.org/A5122978858,Masahiro Takamura,https://api.openalex.org/works?filter=author.id:A5122978858,0.0,1.0,
Masaki Chujyo,https://openalex.org/A5118525986,Masaki Chujyo,https://api.openalex.org/works?filter=author.id:A5118525986,0.0,1.0,
Massimiliano Luca,https://openalex.org/A5087214548,Massimiliano Luca,https://api.openalex.org/works?filter=author.id:A5087214548,11.0,44.0,
Massimo Airoldi,https://openalex.org/A5072378604,Massimo Airoldi,https://api.openalex.org/works?filter=author.id:A5072378604,8.0,42.0,
Mateusz Nurek,https://openalex.org/A5001887300,Mateusz Nurek,https://api.openalex.org/works?filter=author.id:A5001887300,3.0,12.0,
Mathias Allemand,https://openalex.org/A5071470205,Mathias Allemand,https://api.openalex.org/works?filter=author.id:A5071470205,45.0,228.0,
Mathias Angermaier,https://openalex.org/A5120440497,Mathias Angermaier,https://api.openalex.org/works?filter=author.id:A5120440497,0.0,2.0,
Mathias Humbert,https://openalex.org/A5053332520,Mathias Humbert,https://api.openalex.org/works?filter=author.id:A5053332520,21.0,96.0,
Mathias Wullum Nielsen,https://openalex.org/A5064171835,Mathias Wullum Nielsen,https://api.openalex.org/works?filter=author.id:A5064171835,22.0,100.0,
Mathieu Génois,https://openalex.org/A5032539868,Mathieu Génois,https://api.openalex.org/works?filter=author.id:A5032539868,11.0,38.0,
Mathijs de Vaan,https://openalex.org/A5117070336,Mathijs de Vaan,https://api.openalex.org/works?filter=author.id:A5117070336,0.0,2.0,
Matias Piqueras,https://openalex.org/A5111264644,Matías Piqueras,https://api.openalex.org/works?filter=author.id:A5111264644,1.0,3.0,
Matilda Hellman,https://openalex.org/A5097704010,Matilda Hellman,https://api.openalex.org/works?filter=author.id:A5097704010,0.0,2.0,
Matt DeButts,https://openalex.org/A5092113818,Matt DeButts,https://api.openalex.org/works?filter=author.id:A5092113818,2.0,3.0,
Matteo Cinelli,https://openalex.org/A5076143079,Matteo Cinelli,https://api.openalex.org/works?filter=author.id:A5076143079,20.0,125.0,
Matteo Devigili,https://openalex.org/A5042273817,Matteo Devigili,https://api.openalex.org/works?filter=author.id:A5042273817,3.0,15.0,
Matteo Magnani,https://openalex.org/A5018392096,Matteo Magnani,https://api.openalex.org/works?filter=author.id:A5018392096,28.0,194.0,
Mattes Ruckdeschel,https://openalex.org/A5093618408,Mattes Ruckdeschel,https://api.openalex.org/works?filter=author.id:A5093618408,1.0,10.0,
Matthew A. Turner,https://openalex.org/A5045839389,Matthew A. Turner,https://api.openalex.org/works?filter=author.id:A5045839389,27.0,127.0,
Matthew Curtis,https://openalex.org/A5009801052,Matthew Curtis,https://api.openalex.org/works?filter=author.id:A5009801052,9.0,19.0,
Matthew D. Rocklage,https://openalex.org/A5076642772,Matthew D. Rocklage,https://api.openalex.org/works?filter=author.id:A5076642772,16.0,47.0,
Matthew DeVerna,https://openalex.org/A5123061822,Matthew R. DeVerna,https://api.openalex.org/works?filter=author.id:A5123061822,0.0,2.0,
Matthew G. Burgess,https://openalex.org/A5076235905,Matthew G. Burgess,https://api.openalex.org/works?filter=author.id:A5076235905,23.0,74.0,
Matthew Groh,https://openalex.org/A5122799315,Matthew Groh,https://api.openalex.org/works?filter=author.id:A5122799315,0.0,4.0,
Matthew Hornsey,https://openalex.org/A5021448872,Matthew J. Hornsey,https://api.openalex.org/works?filter=author.id:A5021448872,68.0,333.0,
Matti Nelimarkka,https://openalex.org/A5034728614,Matti Nelimarkka,https://api.openalex.org/works?filter=author.id:A5034728614,17.0,91.0,
Mauricio Bucca,https://openalex.org/A5004730433,Mauricio Bucca,https://api.openalex.org/works?filter=author.id:A5004730433,5.0,15.0,
Mauro Martinelli,https://openalex.org/A5127333084,"Mauro Marchetti
Giovanna Maria Delogu
Alessia Cosseddu
Simone Canu
Maria Antonietta Dettori
Davide Fabbri
Emanuela Azara
Paola Peluso
Vincenzo Zambrano
Barbara Sechi
Daniele Sanna
Elisabetta Alberico
Rosaria Villano
Maurizio Solinas
Maria Serra
Nicola Culeddu
Luca Lazzeri
Giacobbe Braccio
Marialodovica Gullino
Massimo Pugliese
Mario Salerno
Tommaso Martinelli
Michele Guerrini
Gino Ambrosio
Daniele Pochi
Carlo Bisaglia
Salvatore Raccuia
Barbara.Martini
Annamaria Orlandoni
Luigi Capuzzi
Federica M",https://api.openalex.org/works?filter=author.id:A5127333084,0.0,3.0,
Mauro Martino,https://openalex.org/A5031120336,Mauro Martino,https://api.openalex.org/works?filter=author.id:A5031120336,10.0,32.0,
Max Falkenberg,https://openalex.org/A5085884601,Max Falkenberg,https://api.openalex.org/works?filter=author.id:A5085884601,7.0,41.0,
Max Pellert,https://openalex.org/A5120701198,Max Pellert,https://api.openalex.org/works?filter=author.id:A5120701198,0.0,1.0,
Max R. P. Grossmann,https://openalex.org/A5114620190,Max R. P. Grossmann,https://api.openalex.org/works?filter=author.id:A5114620190,0.0,2.0,
Maxime Crépel,https://openalex.org/A5125347047,Maxime Crépel,https://api.openalex.org/works?filter=author.id:A5125347047,0.0,1.0,
Maximilian Bergmann,https://openalex.org/A5075917355,Maximilian Bergmann,https://api.openalex.org/works?filter=author.id:A5075917355,0.0,1.0,
Maximilian Kreutner,https://openalex.org/A5119950542,Maximilian Kreutner,https://api.openalex.org/works?filter=author.id:A5119950542,0.0,1.0,
Maximilian Noichl,https://openalex.org/A5033220137,Maximilian Noichl,https://api.openalex.org/works?filter=author.id:A5033220137,2.0,8.0,
Maximilian Pickartz,https://openalex.org/A5092994693,Maximilian Pickartz,https://api.openalex.org/works?filter=author.id:A5092994693,0.0,1.0,
Maximilian Schich,https://openalex.org/A5124788431,Maximilian Schich,https://api.openalex.org/works?filter=author.id:A5124788431,0.0,1.0,
Maël Lecoursonnais,https://openalex.org/A5116428565,Maël Lecoursonnais,https://api.openalex.org/works?filter=author.id:A5116428565,0.0,2.0,
Megan Brown,https://openalex.org/A5072261480,Megan A. Brown,https://api.openalex.org/works?filter=author.id:A5072261480,8.0,44.0,
Melanie Oyarzun,https://openalex.org/A5082589136,Melanie Alejandra Oyarzún Wolf,https://api.openalex.org/works?filter=author.id:A5082589136,0.0,1.0,
Melody Sepahpour-Fard,https://openalex.org/A5065085418,Melody Sepahpour‐Fard,https://api.openalex.org/works?filter=author.id:A5065085418,3.0,10.0,
Melody Yu,https://openalex.org/A5114200454,Melody Yu,https://api.openalex.org/works?filter=author.id:A5114200454,1.0,2.0,
Merce Crosas,https://openalex.org/A5121815327,Mercè Crosas,https://api.openalex.org/works?filter=author.id:A5121815327,0.0,2.0,
Meryl Ye,https://openalex.org/A5015760732,Meryl Ye,https://api.openalex.org/works?filter=author.id:A5015760732,1.0,6.0,
Michael Amsler,https://openalex.org/A5085190970,Michael Amsler,https://api.openalex.org/works?filter=author.id:A5085190970,6.0,19.0,
Michael Bailey,https://openalex.org/A5081655818,Michael Bailey,https://api.openalex.org/works?filter=author.id:A5081655818,22.0,66.0,
Michael Howes,https://openalex.org/A5106657158,Michael Howes,https://api.openalex.org/works?filter=author.id:A5106657158,2.0,5.0,
Michael Jiang,https://openalex.org/A5111553721,Michael Jiang,https://api.openalex.org/works?filter=author.id:A5111553721,0.0,1.0,
Michael Maes,https://openalex.org/A5002270558,Michaël Maes,https://api.openalex.org/works?filter=author.id:A5002270558,22.0,69.0,
Michael Patrick McGreevy,,,,,,
Michael Quayle,https://openalex.org/A5052854928,Michael Quayle,https://api.openalex.org/works?filter=author.id:A5052854928,27.0,155.0,
Michael S. Bernstein,https://openalex.org/A5076189854,Michael S. Bernstein,https://api.openalex.org/works?filter=author.id:A5076189854,66.0,281.0,
Michael Szell,https://openalex.org/A5054586972,Michael Szell,https://api.openalex.org/works?filter=author.id:A5054586972,25.0,81.0,
Michael Tiemann,https://openalex.org/A5102718532,Michael Tiemann,https://api.openalex.org/works?filter=author.id:A5102718532,9.0,40.0,
Michael Yeomans,https://openalex.org/A5057564770,Michael Yeomans,https://api.openalex.org/works?filter=author.id:A5057564770,15.0,56.0,
Michail Chatzianastasis,https://openalex.org/A5126937403,Michail Chatzianastasis,https://api.openalex.org/works?filter=author.id:A5126937403,0.0,2.0,
Michalina Janik,https://openalex.org/A5122308898,Michalina Janik,https://api.openalex.org/works?filter=author.id:A5122308898,0.0,2.0,
Michalis Vazirgiannis,https://openalex.org/A5085652160,Michalis Vazirgiannis,https://api.openalex.org/works?filter=author.id:A5085652160,8.0,61.0,
Michele Starnini,https://openalex.org/A5016371653,Michele Starnini,https://api.openalex.org/works?filter=author.id:A5016371653,24.0,92.0,
Michele Tizzoni,https://openalex.org/A5059787882,Michele Tizzoni,https://api.openalex.org/works?filter=author.id:A5059787882,33.0,118.0,
Michele d'Errico,https://openalex.org/A5114946772,Michele D'Errico,https://api.openalex.org/works?filter=author.id:A5114946772,0.0,5.0,
Michelle Horváth,https://openalex.org/A5007175539,Michelle Horváth,https://api.openalex.org/works?filter=author.id:A5007175539,1.0,5.0,
Miguel Escobar Varela,https://openalex.org/A5124681155,Miguel Escobar Varela,https://api.openalex.org/works?filter=author.id:A5124681155,0.0,2.0,
Mihály Fazekas,https://openalex.org/A5090872107,Mihály Fazekas,https://api.openalex.org/works?filter=author.id:A5090872107,28.0,161.0,
Miia Bask,https://openalex.org/A5070916458,Miia Bask,https://api.openalex.org/works?filter=author.id:A5070916458,10.0,44.0,
Mikael Bask,https://openalex.org/A5116842579,Mikael Bask,https://api.openalex.org/works?filter=author.id:A5116842579,0.0,3.0,
Mike Conway,https://openalex.org/A5082051013,Mike Conway,https://api.openalex.org/works?filter=author.id:A5082051013,31.0,220.0,
